Sb,Sd,Added,Strain
1.0543983599,2.1140545554,1.0596561955,Str7
0.891821592,2.1170241049,1.2252025129,Str7
1.0422742581,2.0760212606,1.0337470025,Str7
0.940214866,2.30699867,1.3667838039,Str7
1.1062981762,2.0790123975,0.9727142213,Str7
1.0856097503,2.3872955037,1.3016857534,Str7
1.1526931107,2.3960679076,1.243374797,Str7
1.1141587666,2.2705688064,1.1564100399,Str7
1.10723976,2.1463754677,1.0391357077,Str7
1.2258763311,2.7661977981,1.5403214669,Str7
1.6035071073,2.4856612048,0.8821540975,Str7
1.0773861392,1.8710393169,0.7936531777,Str7
0.9154507365,1.8258771481,0.9104264116,Str7
1.037703055,1.7411494332,0.7034463781,Str7
0.8972230665,2.0238715832,1.1266485166,Str7
0.9567815462,1.9992918622,1.042510316,Str7
1.0280189187,2.2348093846,1.2067904659,Str7
1.0714769185,2.3154155564,1.2439386379,Str7
0.8513813943,2.4593014957,1.6079201014,Str7
0.9858993659,2.0508585036,1.0649591376,Str7
0.9713564485,2.3219389163,1.3505824678,Str7
1.2565290436,2.4391999453,1.1826709017,Str7
1.028424183,2.1340684572,1.1056442742,Str7
1.090383208,2.1478789911,1.0574957831,Str7
1.0769149664,2.0855275354,1.008612569,Str7
1.0198158231,2.1047886665,1.0849728434,Str7
0.9570210214,2.3571569353,1.4001359139,Str7
0.9642266978,2.180253764,1.2160270662,Str7
1.0216461605,1.9201009364,0.8984547759,Str7
0.8901590826,2.0467509123,1.1565918297,Str7
0.7849625443,1.9615145306,1.1765519862,Str7
1.1521598195,2.4111909791,1.2590311596,Str7
1.1483013634,2.3328865873,1.1845852239,Str7
0.889750586,1.7667892532,0.8770386672,Str7
0.9431047124,1.7906009955,0.8474962831,Str7
0.9627867457,1.7297730375,0.7669862918,Str7
0.7846128598,1.6436611662,0.8590483063,Str7
0.7882051408,1.8060401751,1.0178350343,Str7
0.8230783081,1.8360579319,1.0129796238,Str7
0.8895175017,1.8159963404,0.9264788387,Str7
0.8868033527,1.9593471948,1.0725438421,Str7
0.9958263657,2.4994818068,1.5036554411,Str7
1.2747873891,2.4461193038,1.1713319147,Str7
1.1437015114,2.2559965408,1.1122950294,Str7
1.1732973731,2.0016946814,0.8283973083,Str7
0.9004849028,1.9467356373,1.0462507345,Str7
1.059273002,1.9184578955,0.8591848935,Str7
0.940424001,2.147049052,1.2066250509,Str7
0.9082554261,2.1300670937,1.2218116676,Str7
1.1612488163,2.5462847361,1.3850359198,Str7
1.2358082981,2.3075007926,1.0716924945,Str7
1.1518836583,2.2704905442,1.1186068859,Str7
1.0201991474,2.3584528625,1.3382537151,Str7
1.3265054963,2.1713720326,0.8448665363,Str7
0.991639073,2.0232961249,1.0316570518,Str7
0.7773328181,1.9398040332,1.1624712151,Str7
0.8380103333,1.7743400367,0.9363297034,Str7
0.8761505235,1.8889718283,1.0128213048,Str7
0.9477662501,2.089286041,1.1415197909,Str7
0.7591180109,2.0795459309,1.32042792,Str7
1.0755601292,1.9471573687,0.8715972395,Str7
0.7928454518,1.6608448579,0.8679994061,Str7
0.7331037183,1.6956065495,0.9625028312,Str7
0.8699666087,1.8062052463,0.9362386375,Str7
0.8603113505,2.1004897676,1.2401784171,Str7
0.9969911288,2.4190639973,1.4220728686,Str7
0.7920522105,2.3866455187,1.5945933082,Str7
1.0963597054,2.0667180658,0.9703583604,Str7
0.9629644645,2.2839183242,1.3209538597,Str7
1.1629412141,2.256263239,1.0933220249,Str7
0.9959786403,2.1930326199,1.1970539796,Str7
1.1453730159,2.1054985718,0.9601255559,Str7
1.1068236407,2.2572462292,1.1504225885,Str7
1.2477145583,2.2138580659,0.9661435076,Str7
1.3719560039,2.4795543489,1.107598345,Str7
1.2360372248,2.1076573474,0.8716201226,Str7
0.9186217418,2.1157300668,1.197108325,Str7
1.0722256665,2.0358871409,0.9636614744,Str7
0.7386275223,1.8234007075,1.0847731852,Str7
0.8272202606,1.9545543601,1.1273340995,Str7
0.9922205482,1.7987805255,0.8065599773,Str7
0.9659256857,2.0704070765,1.1044813908,Str7
0.8545229491,1.9878410372,1.1333180881,Str7
0.9505610528,1.8411190026,0.8905579498,Str7
0.8893332809,2.2119623268,1.3226290459,Str7
1.007353579,2.1171802326,1.1098266536,Str7
0.9763052712,2.2579306252,1.281625354,Str7
1.151302496,2.292342421,1.141039925,Str7
1.1698998716,2.0277409928,0.8578411212,Str7
0.9974070353,1.9726029129,0.9751958776,Str7
0.8620081181,1.9719995559,1.1099914378,Str7
0.9105607127,1.9137874125,1.0032266998,Str7
0.898280091,2.1430957914,1.2448157005,Str7
1.1732888154,1.7953608286,0.6220720131,Str7
0.9636886681,2.5459434672,1.5822547991,Str7
1.1968488868,2.1310230658,0.9341741791,Str7
1.0928909456,2.1665579699,1.0736670243,Str7
1.092380178,2.0970588645,1.0046786865,Str7
1.102162075,1.9015558862,0.7993938112,Str7
0.8193470059,1.5991032397,0.7797562338,Str7
0.7810547217,2.0793029531,1.2982482314,Str7
0.8857063088,2.0280538277,1.1423475188,Str7
0.933521487,2.272625979,1.339104492,Str7
1.0470762277,2.0558039075,1.0087276798,Str7
1.0072960216,1.6780112033,0.6707151817,Str7
1.1245004514,2.0460068751,0.9215064236,Str7
0.9732121421,2.2223036747,1.2490915326,Str7
1.3027061618,2.2428445012,0.9401383394,Str7
1.4245079554,2.4931410477,1.0686330923,Str7
0.8494239684,2.2705075482,1.4210835798,Str7
1.1812517253,2.3642105633,1.182958838,Str7
1.1961192553,2.2703963953,1.0742771399,Str7
0.8565599083,1.9001063677,1.0435464594,Str7
0.9855113534,1.8378083346,0.8522969812,Str7
0.8594507656,1.7858019281,0.9263511625,Str7
0.8569158778,2.4443246272,1.5874087493,Str7
1.270824847,2.1638158529,0.8929910059,Str7
0.9520313074,2.3392853773,1.3872540699,Str7
1.0744408642,2.0531889266,0.9787480624,Str7
0.8348985396,1.7921561461,0.9572576065,Str7
0.8010886517,2.0156611478,1.2145724962,Str7
0.8187431371,2.4456001923,1.6268570552,Str7
1.244525806,2.1933409768,0.9488151708,Str7
1.2361639608,2.1429737715,0.9068098108,Str7
1.0480332328,2.0047989805,0.9567657477,Str7
0.9152440068,1.7362822264,0.8210382196,Str7
0.6306799285,1.9942498738,1.3635699453,Str7
1.0066966336,2.0710811133,1.0643844797,Str7
1.0173669685,2.140799311,1.1234323425,Str7
1.1047468835,2.610164618,1.5054177345,Str7
0.9585343631,1.943260418,0.9847260549,Str7
0.8753573627,1.9626260692,1.0872687065,Str7
0.9409502537,1.8837796526,0.9428293989,Str7
0.9975485523,1.7980758109,0.8005272586,Str7
0.9855789376,1.8763972006,0.890818263,Str7
0.8450611004,2.2970533908,1.4519922903,Str7
1.1275702067,2.1589371926,1.0313669859,Str7
0.8906545155,1.9090110007,1.0183564852,Str7
0.9506890358,2.0951658512,1.1444768154,Str7
1.0389284505,1.91748261,0.8785541595,Str7
0.8909439104,2.2358876484,1.3449437381,Str7
1.1516063895,1.8517653079,0.7001589184,Str7
0.8244832529,2.6386595502,1.8141762973,Str7
1.3458379765,2.1974952057,0.8516572292,Str7
0.8093399964,1.8259985561,1.0166585597,Str7
0.9068080479,1.9040221054,0.9972140575,Str7
0.9101413468,1.8647279132,0.9545865664,Str7
0.884513407,1.5927543036,0.7082408966,Str7
0.9348249415,1.865218972,0.9303940305,Str7
0.9141004893,2.0343011658,1.1202006765,Str7
0.9065071542,1.7330006249,0.8264934707,Str7
0.8804465327,1.7636966581,0.8832501253,Str7
0.8919999153,1.9917166369,1.0997167216,Str7
0.8728696662,2.4677351532,1.594865487,Str7
1.18298713,2.246283027,1.063295897,Str7
0.7776507022,1.838066174,1.0604154718,Str7
1.0678429158,2.0500718272,0.9822289114,Str7
1.1061651181,2.1627419872,1.0565768691,Str7
0.9419501027,1.5812730618,0.6393229591,Str7
0.6654588872,1.7373254032,1.071866516,Str7
0.787104113,1.6842689376,0.8971648246,Str7
0.8967460266,1.9931790905,1.0964330638,Str7
0.9593545648,2.0335101574,1.0741555926,Str7
1.1386850501,1.8076020488,0.6689169987,Str7
0.9937423845,1.9323212348,0.9385788503,Str7
0.9150577141,1.9442933585,1.0292356444,Str7
0.9062087958,1.7140297846,0.8078209888,Str7
0.7169749482,1.6158324198,0.8988574715,Str7
0.7794076852,1.8032245244,1.0238168392,Str7
0.9254300002,2.3895729358,1.4641429356,Str7
0.8761473791,1.7297470576,0.8535996786,Str7
0.8196764379,2.1815270708,1.3618506329,Str7
1.0743845165,2.044310057,0.9699255406,Str7
0.8345083113,1.8562270357,1.0217187244,Str7
0.8618320364,2.0151203403,1.1532883039,Str7
0.9642610061,1.7507553588,0.7864943526,Str7
0.7527179494,1.9918948064,1.2391768571,Str7
0.9870799231,1.9985856311,1.0115057079,Str7
1.0272117197,2.325070338,1.2978586183,Str7
1.1787493328,2.1145088409,0.9357595081,Str7
1.0828150613,2.0628798289,0.9800647675,Str7
0.9707168478,2.0129755141,1.0422586663,Str7
1.0045103723,2.0362331758,1.0317228036,Str7
0.9044764916,2.1297761488,1.2252996572,Str7
0.9524855555,2.0391964813,1.0867109258,Str7
0.8969528603,1.9979825324,1.1010296721,Str7
1.0899976055,2.2035571041,1.1135594985,Str7
0.8737312941,1.7542381175,0.8805068234,Str7
0.7869862789,1.7005649728,0.9135786939,Str7
0.7848778626,1.8620472489,1.0771693864,Str7
0.8843130871,1.8166353412,0.9323222541,Str7
1.0527739357,2.0657910657,1.0130171301,Str7
0.9947269237,1.8025430836,0.8078161599,Str7
0.9284846489,2.0668229368,1.1383382879,Str7
1.0227692935,2.0450033906,1.0222340971,Str7
0.9467330234,2.0282567212,1.0815236978,Str7
0.9585201892,1.9268334146,0.9683132254,Str7
1.1904193976,2.1547646007,0.9643452031,Str7
1.0254013827,2.2777831164,1.2523817337,Str7
1.0425755063,1.9761281864,0.9335526801,Str7
1.038121846,1.9724724917,0.9343506458,Str7
1.1273042351,1.9856479892,0.8583437541,Str7
1.0184952263,1.6459134005,0.6274181742,Str7
0.83235121,1.8531720595,1.0208208495,Str7
1.1271142583,1.7136542127,0.5865399544,Str7
1.0660005382,2.3592692556,1.2932687174,Str7
0.8067403397,2.1545661429,1.3478258032,Str7
0.97428159,1.8210814911,0.8467999011,Str7
1.3700744747,2.4481117861,1.0780373114,Str7
1.1019839439,1.9296280786,0.8276441347,Str7
0.8506450996,2.6911762281,1.8405311285,Str7
1.447028546,2.2024012874,0.7553727414,Str7
1.0106596422,2.1769564155,1.1662967733,Str7
0.9925054772,1.9501555498,0.9576500726,Str7
0.9108711117,2.1649500013,1.2540788896,Str7
1.1022149544,2.0263227708,0.9241078165,Str7
1.0483562134,1.8846369741,0.8362807607,Str7
1.0385703333,2.3284893612,1.2899190279,Str7
0.8292032342,2.0126355562,1.1834323221,Str7
0.8560657226,1.8194417675,0.9633760449,Str7
0.9980212261,1.8771993943,0.8791781682,Str7
0.7781764999,1.9324317778,1.1542552779,Str7
0.8142401069,1.56153822,0.7472981131,Str7
0.9619138281,1.6604715811,0.6985577529,Str7
0.9180282873,2.5895713623,1.671543075,Str7
1.4602004653,2.1373342484,0.6771337831,Str7
0.9728959307,1.9925728511,1.0196769204,Str7
0.9642677499,1.9978371812,1.0335694313,Str7
1.0845418813,2.0398304323,0.955288551,Str7
1.1154512081,2.3223425202,1.206891312,Str7
1.2497555364,2.2432466675,0.9934911312,Str7
1.0892976249,2.2482263004,1.1589286755,Str7
1.274578516,2.5334846823,1.2589061663,Str7
0.6927994654,1.9342716133,1.2414721479,Str7
1.1055651838,2.2087880516,1.1032228678,Str7
1.1713825907,2.050933995,0.8795514044,Str7
1.384466602,2.2981848371,0.9137182351,Str7
1.0309065404,2.0306289412,0.9997224008,Str7
0.9263416551,1.8802631223,0.9539214672,Str7
0.8637408598,2.1137839487,1.2500430889,Str7
0.9311397068,2.0476796954,1.1165399886,Str7
0.9819277831,1.5778376264,0.5959098433,Str7
0.8095345498,1.9083253354,1.0987907857,Str7
1.0242519309,2.4950139896,1.4707620588,Str7
1.4158367689,2.444459149,1.0286223801,Str7
1.267677154,2.1939507554,0.9262736015,Str7
1.2856410224,2.0514834776,0.7658424551,Str7
1.0270906649,1.7999781598,0.7728874949,Str7
0.9538653891,1.7860915323,0.8322261432,Str7
0.9243908414,2.160470117,1.2360792756,Str7
0.9398970556,2.1023827156,1.16248566,Str7
1.108989735,1.8337145122,0.7247247772,Str7
0.9078802839,2.1713723916,1.2634921077,Str7
1.0688083233,1.942036379,0.8732280557,Str7
0.9330924071,1.8943343038,0.9612418967,Str7
0.9182315532,1.8396898994,0.9214583462,Str7
1.1948495792,2.1413725879,0.9465230087,Str7
1.0794620689,2.0430063571,0.9635442882,Str7
1.0186589067,1.6316768899,0.6130179832,Str7
0.8321244853,1.9826936026,1.1505691173,Str7
0.9919474383,2.1646491819,1.1727017436,Str7
0.8128057228,1.6750047662,0.8621990434,Str7
0.9586629351,2.0154742736,1.0568113386,Str7
1.059764885,2.1236662976,1.0639014125,Str7
0.9687980013,2.2515160663,1.282718065,Str7
1.1009886113,1.9129545312,0.8119659199,Str7
0.8828296773,1.7554060483,0.872576371,Str7
0.9912997575,2.0054591214,1.0141593639,Str7
0.9884132744,1.7314972828,0.7430840084,Str7
0.8864249127,1.9371395235,1.0507146108,Str7
0.7974124632,2.2006506087,1.4032381455,Str7
1.1366589869,2.4231803033,1.2865213164,Str7
1.2399879215,1.9127825707,0.6727946492,Str7
1.0306974548,1.7851012728,0.7544038181,Str7
0.8332764043,2.2802250625,1.4469486582,Str7
0.8966493383,1.9600784984,1.0634291601,Str7
0.9166071426,1.8628845452,0.9462774026,Str7
0.9645076869,2.0714364726,1.1069287856,Str7
1.0264824378,1.8810037257,0.8545212879,Str7
0.966118767,1.8618014167,0.8956826498,Str7
0.9629837763,1.7435888559,0.7806050796,Str7
0.9268992272,2.0463015529,1.1194023257,Str7
1.0099665087,2.1419757558,1.1320092471,Str7
1.129929578,2.3320172337,1.2020876557,Str7
0.7389714419,1.8890522508,1.1500808089,Str7
1.0109530606,1.5638329206,0.55287986,Str7
0.7835058892,1.65802492,0.8745190308,Str7
1.0455774837,1.7433101118,0.6977326281,Str7
0.8926545093,1.910443962,1.0177894527,Str7
1.0032578508,1.536115298,0.5328574472,Str7
0.9210666837,2.0317034194,1.1106367357,Str7
0.7722514761,1.8158028788,1.0435514027,Str7
1.0818344441,2.1088957153,1.0270612712,Str7
1.0439033626,1.8338882516,0.789984889,Str7
0.9892722346,2.6424869848,1.6532147502,Str7
1.2677119048,2.0828024298,0.815090525,Str7
0.8715590737,2.3225927298,1.451033656,Str7
1.0095674452,2.1575012357,1.1479337905,Str7
1.1766699531,2.302323099,1.1256531459,Str7
1.2217851914,2.1003818132,0.8785966218,Str7
0.9023758893,2.385010769,1.4826348797,Str7
1.1166290964,2.3388730425,1.222243946,Str7
1.3040737803,2.4435986353,1.139524855,Str7
0.9936547891,2.0241753263,1.0305205372,Str7
0.7969245608,1.7815234447,0.9845988839,Str7
0.874596455,2.2216267037,1.3470302487,Str7
1.1069946291,1.9745789996,0.8675843705,Str7
0.7867635138,1.8959034982,1.1091399844,Str7
0.798827666,2.0022707585,1.2034430925,Str7
0.7651529996,1.9957781934,1.2306251938,Str7
0.8609353241,1.907998513,1.0470631889,Str7
0.7426719695,1.9212324082,1.1785604387,Str7
0.9765775549,1.9907582017,1.0141806468,Str7
1.0730375999,1.9487146148,0.8756770149,Str7
0.9268770058,1.7794104243,0.8525334185,Str7
0.8973639903,1.9620016721,1.0646376819,Str7
0.6397783326,2.1478902032,1.5081118707,Str7
0.9997436573,2.0161123114,1.0163686541,Str7
0.9815345703,2.127436805,1.1459022347,Str7
0.9007842334,1.8482470132,0.9474627798,Str7
0.9015582256,2.1056353869,1.2040771612,Str7
1.0198852126,1.7091715787,0.6892863661,Str7
0.8021385407,2.135188235,1.3330496943,Str7
1.0179739684,2.3596633021,1.3416893336,Str7
1.1442967283,2.0518764216,0.9075796934,Str7
0.9311868223,1.8723446745,0.9411578523,Str7
1.1113373432,2.0239216167,0.9125842736,Str7
1.0941438224,2.0265175995,0.9323737771,Str7
0.8455870947,2.0541382576,1.2085511629,Str7
0.8367549171,1.9432849124,1.1065299953,Str7
1.1384939379,1.9517597212,0.8132657833,Str7
0.9358083604,2.0138760661,1.0780677057,Str7
1.0424108903,2.2152769532,1.1728660629,Str7
0.927014455,2.048935443,1.121920988,Str7
0.9836456401,2.0656219916,1.0819763515,Str7
0.9063706353,1.7696649523,0.8632943169,Str7
1.0042427894,1.7015446042,0.6973018148,Str7
1.1935952166,2.0415524526,0.847957236,Str7
1.0214252499,1.8311230689,0.809697819,Str7
0.7623071815,2.1016138763,1.3393066948,Str7
1.0982250057,1.8207822533,0.7225572476,Str7
0.8310010844,1.9774963053,1.1464952209,Str7
1.5443748417,2.6088143163,1.0644394746,Str7
1.4443909581,2.337664547,0.8932735889,Str7
1.0519614382,2.0618755169,1.0099140787,Str7
1.0553922609,2.0735938424,1.0182015815,Str7
0.9870825763,2.2404791689,1.2533965926,Str7
1.1584807027,2.2974525608,1.1389718581,Str7
0.9166207775,2.1276586269,1.2110378494,Str7
1.1222189105,2.1879002069,1.0656812964,Str7
1.1157649764,2.4275422312,1.3117772548,Str7
1.0310910483,1.9580199327,0.9269288843,Str7
1.0224499592,1.6628807725,0.6404308132,Str7
0.7951269043,1.9800575378,1.1849306335,Str7
0.8677401802,1.9653724268,1.0976322466,Str7
0.8762115467,1.976765274,1.1005537273,Str7
1.0603865036,2.2121995632,1.1518130596,Str7
0.803335772,1.7494632545,0.9461274825,Str7
0.8600130252,1.9647224797,1.1047094545,Str7
0.9682225179,2.0436635211,1.0754410032,Str7
1.1392502059,2.0543488594,0.9150986534,Str7
1.1767521377,2.337161438,1.1604093004,Str7
0.7792731499,1.5833100663,0.8040369164,Str7
0.7030824261,1.8219216808,1.1188392547,Str7
0.8468905841,1.7581552794,0.9112646953,Str7
0.7419383351,2.0922060734,1.3502677384,Str7
0.9670200335,2.1834863759,1.2164663424,Str7
0.9625521851,2.0714732403,1.1089210552,Str7
0.73140438,1.9131793067,1.1817749267,Str7
0.908998407,1.9899394978,1.0809410908,Str7
0.9043391181,2.0175606252,1.1132215072,Str7
1.0399984181,2.1700868327,1.1300884146,Str7
1.0911041316,2.0819699761,0.9908658445,Str7
0.9662875529,2.0082617984,1.0419742456,Str7
0.9101646564,1.980718405,1.0705537487,Str7
0.8599987064,2.0907021049,1.2307033986,Str7
0.9508920644,2.0287989048,1.0779068405,Str7
1.0955985258,1.9901353749,0.8945368491,Str7
1.049783628,1.9989216827,0.9491380547,Str7
1.5635919958,2.5375697192,0.9739777234,Str7
0.9259966323,1.8345052246,0.9085085923,Str7
0.9074712948,1.9525781241,1.0451068293,Str7
0.9118626911,2.0528922905,1.1410295993,Str7
0.9963686372,2.1172846412,1.120916004,Str7
1.1417211055,2.3129908839,1.1712697785,Str7
0.983468143,2.1749888051,1.1915206621,Str7
1.1775616401,2.3083100101,1.13074837,Str7
1.242470224,1.8236636457,0.5811934217,Str7
1.1566975848,2.0392851039,0.8825875191,Str7
1.0820818139,2.7156925138,1.6336106999,Str7
1.1605495005,2.1777805376,1.0172310372,Str7
1.0992114968,2.0514769508,0.952265454,Str7
0.9257032928,2.2533466728,1.32764338,Str7
1.0507842521,1.860338678,0.8095544259,Str7
0.8871702557,1.7790259418,0.8918556861,Str7
0.9283840698,2.144078881,1.2156948112,Str7
0.9808554107,2.0251890212,1.0443336104,Str7
1.0017538205,1.7981511602,0.7963973397,Str7
0.8151633547,1.7558185481,0.9406551934,Str7
0.8533137984,1.7440972348,0.8907834364,Str7
0.8940073463,1.9303110202,1.0363036739,Str7
0.9716750127,1.8870936553,0.9154186426,Str7
1.1776194713,2.3938588428,1.2162393715,Str7
1.1275703642,2.0371142293,0.9095438651,Str7
0.9919409496,2.3789530388,1.3870120893,Str7
1.0464348431,1.927300287,0.880865444,Str7
0.9565490825,2.0570707702,1.1005216877,Str7
1.2214418449,1.9479785658,0.7265367209,Str7
1.0677325251,1.8075707384,0.7398382133,Str7
0.7891878476,2.127179914,1.3379920664,Str7
0.7090924537,1.9319774761,1.2228850224,Str7
0.8913445646,1.6839003365,0.7925557719,Str7
0.7869434006,2.5102727418,1.7233293412,Str7
1.1743333084,2.0091915283,0.8348582199,Str7
1.0680301317,1.976004914,0.9079747823,Str7
1.0042762785,2.4547683265,1.4504920479,Str7
1.3938943674,2.474663816,1.0807694486,Str7
1.1148529347,2.1796056157,1.0647526811,Str7
1.013613738,1.7646485294,0.7510347914,Str7
0.866990841,2.0977558955,1.2307650545,Str7
0.9801373759,2.1172133739,1.137075998,Str7
1.0941539911,1.9485949165,0.8544409254,Str7
0.9653827247,1.9355423501,0.9701596254,Str7
1.0606314281,1.8139961294,0.7533647014,Str7
1.3686473576,2.5417003195,1.1730529619,Str7
1.1860254264,1.9723466909,0.7863212645,Str7
1.1044342486,1.7320314738,0.6275972252,Str7
1.0227919182,2.0168539076,0.9940619895,Str7
0.8719750565,2.3686495183,1.4966744619,Str7
0.97399053,2.0028678032,1.0288772733,Str7
1.0513590107,1.8385993064,0.7872402957,Str7
1.101915474,1.8347208032,0.7328053292,Str7
1.0042391365,2.0025743587,0.9983352223,Str7
1.0144785038,2.0214831133,1.0070046095,Str7
1.3972077672,2.1530239964,0.7558162292,Str7
0.8734150872,2.2909036101,1.4174885228,Str7
1.4210159311,2.4723554015,1.0513394704,Str7
0.9097435879,2.4294552506,1.5197116627,Str7
1.2574402665,2.3048124161,1.0473721496,Str7
1.0023182041,1.8642945975,0.8619763934,Str7
0.908987598,1.9660128787,1.0570252807,Str7
0.9294595291,2.003866832,1.0744073029,Str7
1.0715485411,2.0312882813,0.9597397402,Str7
0.8434825658,2.064825828,1.2213432622,Str7
1.0914813416,1.8920119161,0.8005305745,Str7
0.9654283351,2.502678493,1.5372501579,Str7
0.9976937356,2.0595965664,1.0619028307,Str7
1.0062470153,2.0338142272,1.0275672119,Str7
1.00796261,1.8160498479,0.8080872379,Str7
0.7535597802,2.0691931849,1.3156334047,Str7
1.1605913654,2.2702980646,1.1097066992,Str7
0.9741917313,2.194049635,1.2198579037,Str7
1.1814332467,1.9676248147,0.786191568,Str7
0.9379149468,1.8322849798,0.894370033,Str7
0.747414235,2.2031552218,1.4557409868,Str7
1.0287536729,1.5742783232,0.5455246503,Str7
0.8701162968,2.0963033148,1.226187018,Str7
1.0237813074,1.9377117784,0.9139304709,Str7
0.8456291529,2.3614958151,1.5158666622,Str7
1.0862013725,1.8448579536,0.7586565812,Str7
0.8635556973,2.1230362508,1.2594805534,Str7
1.1000143929,1.9981817155,0.8981673226,Str7
0.9944515609,2.0090603835,1.0146088226,Str7
1.0419237601,2.1984457276,1.1565219675,Str7
1.1101319607,2.2100423266,1.0999103659,Str7
1.1155542607,2.319394934,1.2038406732,Str7
1.2059129966,2.1902940041,0.9843810075,Str7
1.0425501665,1.8423720244,0.7998218579,Str7
0.8852712651,1.905756749,1.0204854839,Str7
0.6993496841,2.2580425792,1.5586928951,Str7
0.7717047062,1.8939816234,1.1222769172,Str7
1.1457364067,2.0067158338,0.8609794271,Str7
1.1201796012,2.0729040912,0.9527244899,Str7
1.0471115233,2.2756765361,1.2285650128,Str7
1.034580525,2.0539835231,1.0194029981,Str7
1.246098054,2.087808055,0.8417100009,Str7
0.9006778553,1.9263852583,1.025707403,Str7
0.9684235628,2.0316976573,1.0632740945,Str7
0.9327823527,2.078349413,1.1455670603,Str7
1.0849409416,1.6474799111,0.5625389695,Str7
0.8420255352,1.9881448877,1.1461193525,Str7
0.8460863061,1.980787077,1.1347007708,Str7
0.9850432158,1.9322946998,0.947251484,Str7
1.0443381254,2.044999905,1.0006617796,Str7
0.8840140954,1.7741211498,0.8901070544,Str7
1.4439098301,2.6325750484,1.1886652183,Str7
1.3671165687,2.1639223451,0.7968057764,Str7
0.9996695584,2.0124022724,1.012732714,Str7
0.9686865009,1.7314471589,0.762760658,Str7
0.8549139287,2.0897336636,1.2348197349,Str7
0.8721251189,1.7610784302,0.8889533113,Str7
0.8713377715,1.725714435,0.8543766635,Str7
0.8521062371,2.0648625545,1.2127563174,Str7
0.8690478349,2.0971198161,1.2280719812,Str7
0.9345612326,2.1163450106,1.181783778,Str7
1.0988845349,2.1324973611,1.0336128263,Str7
0.9514453113,2.2152789793,1.263833668,Str7
0.9885134741,2.0069714478,1.0184579738,Str7
1.0071099366,1.9313046269,0.9241946903,Str7
0.873537691,1.7637447026,0.8902070115,Str7
0.8589103223,1.8573029749,0.9983926526,Str7
0.9641797815,2.1166768439,1.1524970624,Str7
1.2329325986,2.2371307132,1.0041981146,Str7
1.0718439952,1.8058143102,0.7339703149,Str7
1.1671492085,2.3290291883,1.1618799799,Str7
1.1582357584,2.1545740062,0.9963382478,Str7
1.2227789291,2.2674667106,1.0446877815,Str7
0.9413852571,1.8719429687,0.9305577116,Str7
0.8879525048,2.0886507155,1.2006982108,Str7
1.1562887299,2.388730523,1.2324417931,Str7
1.1735362941,2.0998888122,0.9263525181,Str7
1.0243589946,1.9238370664,0.8994780719,Str7
1.1023893888,1.8294655834,0.7270761947,Str7
0.8865381798,1.9150915331,1.0285533533,Str7
0.9185541654,2.4230248517,1.5044706862,Str7
1.214764935,2.1262373797,0.9114724448,Str7
1.0945505584,2.0998331664,1.0052826081,Str7
0.8410344474,2.2529923875,1.41195794,Str7
1.2154425173,2.263750906,1.0483083887,Str7
1.1711286412,1.8920276322,0.7208989911,Str7
0.9999364938,2.1116741594,1.1117376656,Str7
1.0132414063,2.3438145842,1.3305731779,Str7
0.8993488242,2.104431678,1.2050828538,Str7
0.9587415709,2.2254345393,1.2666929684,Str7
0.8924434082,2.0183193627,1.1258759544,Str7
0.9931632364,1.8648471241,0.8716838877,Str7
1.1943059855,2.5786668182,1.3843608328,Str7
1.3329937587,2.3707173052,1.0377235465,Str7
0.7830338917,2.0275303259,1.2444964342,Str7
0.8357810718,1.9423414626,1.1065603907,Str7
0.9057232989,2.0012899883,1.0955666894,Str7
0.9302948157,2.0778256817,1.147530866,Str7
1.1103628283,2.519742523,1.4093796947,Str7
1.2780294562,2.4415348322,1.163505376,Str7
0.9892946427,2.4638720887,1.474577446,Str7
0.8969337861,2.0137982918,1.1168645058,Str7
1.1288171489,2.1852759135,1.0564587647,Str7
1.1117423816,2.1476598821,1.0359175005,Str7
1.1409022383,2.8308683868,1.6899661486,Str7
0.9948866738,1.9584490588,0.963562385,Str7
0.8581498719,2.7944634722,1.9363136003,Str7
0.8484066799,1.9605329352,1.1121262553,Str7
0.9971375448,1.8871840414,0.8900464966,Str7
0.8525365512,1.7140644685,0.8615279173,Str7
0.871270329,2.0170770538,1.1458067249,Str7
0.9660405515,1.8485545189,0.8825139674,Str7
0.9239990772,1.5979145969,0.6739155197,Str7
0.786659781,1.9900706729,1.2034108919,Str7
0.931660482,1.6392702476,0.7076097656,Str7
1.286223768,2.1367331432,0.8505093752,Str7
0.7881733515,1.9839011849,1.1957278334,Str7
1.0684075162,2.0890950387,1.0206875226,Str7
1.0748727287,1.6980090467,0.623136318,Str7
0.9371952064,1.9259591331,0.9887639267,Str7
0.8795402474,1.7550515663,0.8755113189,Str7
0.7096284454,1.7560569137,1.0464284683,Str7
0.8302001032,1.9411962912,1.110996188,Str7
0.8883994521,1.9104592096,1.0220597575,Str7
0.8145273667,1.8829411574,1.0684137907,Str7
0.9167037593,2.1195175785,1.2028138192,Str7
0.8595952684,1.9890877547,1.1294924862,Str7
0.9469992028,1.964554421,1.0175552182,Str7
1.0257151635,1.9522589781,0.9265438146,Str7
0.905532608,1.9478318487,1.0422992408,Str7
0.9768109512,1.9882846535,1.0114737024,Str7
0.9378679409,2.041296472,1.1034285311,Str7
